_id,chinese_name,english_name,country
3771,长安大学兴华学院,Chang'an University Xinghua College,China
3772,西安理工大学高科学院,Xi'an University of Technology Gaoxin College,China
3773,西安科技大学高新学院,Xi'an University of Science and Technology Gaoxin College,China
3774,陕西学前师范学院,Shaanxi Preschool Normal College,China
3775,陕西警察学院,Shaanxi Police College,China
3776,陕西农林职业技术大学,Shaanxi University of Agriculture and Forestry Technology,China
3777,陕西工业职业技术大学,Shaanxi University of Industry Technology,China
3778,西安戏剧学院,Xi'an Academy of Drama,China
3779,西安电力高等专科学校,Xi'an Polytechnic College of Electric Power,China
3780,陕西能源职业技术学院,Shaanxi Energy Institute of Technology,China
3781,陕西国防工业职业技术学院,Shaanxi Vocational and Technical College of National Defense Industry,China
3782,西安航空职业技术学院,Xi'an Aviation College of Technology,China
3783,陕西财经职业技术学院,Shaanxi Vocational and Technical College of Finance and Economics,China
3784,陕西交通职业技术学院,Shaanxi Jiaotong Institute of Technology,China
3785,陕西职业技术学院,Shaanxi Polytechnic Institute,China
3786,西安高新科技职业学院,Xi'an Hi-Tech College of Technology,China
3787,西安城市建设职业学院,Xi'an Urban Construction Vocational College,China
3788,陕西铁路工程职业技术学院,Shaanxi Railway Institute of Technology,China
3789,宝鸡职业技术学院,Baoji Vocational and Technical College,China
3790,陕西航空职业技术学院,Shaanxi Aviation Vocational and Technical College,China
3791,陕西电子信息职业技术学院,Shaanxi Vocational and Technical College of Electronic Information,China
3792,陕西邮电职业技术学院,Shaanxi Posts and Telecommunications Vocational College,China
3793,西安海棠职业学院,Xi'an Haitang Vocational College,China
3794,西安健康工程职业学院,Xi'an Health Engineering Vocational College,China
3795,陕西经济管理职业技术学院,Shaanxi Institute of International Trade & Commerce,China
3796,西安铁路职业技术学院,Xi'an Railway Vocational and Technical College,China
3797,咸阳职业技术学院,Xianyang Vocational and Technical College,China
3798,西安职业技术学院,Xi'an Vocational and Technical College,China
3799,商洛职业技术学院,Shangluo Vocational and Technical College,China
3800,汉中职业技术学院,Hanzhong Vocational and Technical College,China
3801,延安职业技术学院,Yan'an Vocational and Technical College,China
3802,渭南职业技术学院,Weinan Vocational and Technical College,China
3803,安康职业技术学院,Ankang Vocational and Technical College,China
3804,铜川职业技术学院,Tongchuan Vocational and Technical College,China
3805,陕西青年职业学院,Shaanxi Youth Vocational College,China
3806,陕西工商职业学院,Shaanxi Technology and Business Institute,China
3807,陕西旅游烹饪职业学院,Shaanxi Institute of Tourism and Culinary Arts,China
3808,西安医学高等专科学校,Xi'an Medical College,China
3809,榆林职业技术学院,Yulin Vocational and Technical College,China
3810,陕西艺术职业学院,Shaanxi Vocational College of Art,China
3811,神木职业技术学院,Shenmu Vocational and Technical College,China
3812,宝鸡三和职业学院,Baoji Sanhe Vocational College,China
3813,榆林能源科技职业学院,Yulin Energy and Technology College,China
3814,宝鸡中北职业学院,Baoji Zhongbei Vocational College,China
3815,陕西机电职业技术学院,Shaanxi Mechanical & Electrical Engineering Institute,China
3816,兰州大学,Lanzhou University,China
3817,兰州理工大学,Lanzhou University of Technology,China
3818,兰州交通大学,Lanzhou Jiaotong University,China
3819,甘肃农业大学,Gansu Agricultural University,China
3820,甘肃中医药大学,Gansu University of Traditional Chinese Medicine [zh],China
3821,西北师范大学,Northwest Normal University,China
3822,兰州城市学院,Lanzhou City University,China
3823,陇东学院,Longdong University,China
3824,天水师范大学,Tianshui Normal University,China
3825,河西学院,Hexi University,China
3826,兰州财经大学,Lanzhou University of Finance and Economics,China
3827,西北民族大学,Northwest Minzu University,China
3828,甘肃政法大学,Gansu University of Political Science and Law,China
3829,甘肃民族师范学院,Gansu Normal University for Nationalities,China
3830,兰州文理学院,Lanzhou University of Arts and Science,China
3831,甘肃医学院,Gansu Medical University,China
3832,兰州工业学院,Lanzhou Institute of Technology [zh],China
3833,兰州石化职业技术大学,Lanzhou Petrochemical University of Vocational Technology,China
3834,兰州工商学院,Lanzhou University of Commerce,China
3835,兰州资源环境职业技术大学,Lanzhou Resources and Environment Vocational Technology University,China
3836,兰州博文科技学院,Lanzhou Bowen College of Science and Technology,China
3837,兰州信息科技学院,Lanzhou University of Information Science and Technology,China
3838,陇南师范学院,Longnan Normal University,China
3839,甘肃警察学院,Gansu Police Vocational College,China
3840,甘肃林业职业技术大学,Gansu Forestry Vocational Technology University,China
3841,酒泉职业技术大学,Jiuquan Vocational Technical University,China
3842,甘肃工业职业技术大学,Gansu Vocational and Technical College of Industry,China
3843,武威职业技术大学,Wuwei Vocational Technical University,China
3844,定西师范高等专科学校,Dingxi Normal College,China
3845,甘肃建筑职业技术学院,Gansu Construction Vocational and Technical College,China
3846,兰州外语职业学院,Lanzhou Foreign Languages Vocational College,China
3847,兰州职业技术学院,Lanzhou Vocational Technical College,China
3848,甘肃交通职业技术学院,Gansu Jiaotong Vocational Technical College,China
3849,甘肃农业职业技术学院,Gansu Vocational College of Agricultural Technology,China
3850,甘肃畜牧工程职业技术学院,Gansu Vocational College of Animal Husbandry Engineering,China
3851,甘肃钢铁职业技术学院,Gansu Iron and Steel Vocational and Technical College,China
3852,甘肃有色冶金职业技术学院,Gansu Nonferrous Metallurgical Vocational Technical College,China
3853,白银矿冶职业技术学院,Baiyin Nonferrous Metallurgical Vocational College,China
3854,甘肃卫生职业学院,Gansu Health Vocational College,China
3855,兰州科技职业学院,Lanzhou Vocational College of Science and Technology,China
3856,庆阳职业技术学院,Qingyang Vocational and Technical College,China
3857,临夏现代职业学院,Linxia Modern Vocational College,China
3858,兰州现代职业学院,Lanzhou Modern Vocational College,China
3859,平凉职业技术学院,Pingliang Vocational and Technical College,China
3860,培黎职业学院,Bailie Vocational College,China
3861,兰州航空职业技术学院,Lanzhou Aviation Vocational Technical College,China
3862,白银希望职业技术学院,Baiyin Hope Vocational and Technical College,China
3863,甘肃财贸职业学院,Gansu Vocational College of Finance and Trade,China
3864,定西职业技术学院,Dingxi Vocational and Technical College,China
3865,青海大学,Qinghai University,China
3866,青海师范大学,Qinghai Normal University,China
3867,青海民族大学,Qinghai Nationalities University,China
3868,青海大学昆仑学院,Kunlun College  Qinghai University,China
3869,青海理工学院,Qinghai University of Science and Technology,China
3870,青海职业技术大学,Qinghai Vocational Technical University,China
3871,青海卫生职业技术学院,Qinghai Health Vocational and Technical College,China
3872,青海警官职业学院,Qinghai Police Vocational College,China
3873,青海农牧科技职业学院,Qinghai Vocational College of Animal Husbandry and Agricultural Science and Technology,China
3874,青海建筑职业技术学院,Qinghai Construction Vocational and Technical College,China
3875,西宁城市职业技术学院,Xining City Vocational Technical College,China
3876,青海高等职业技术学院,Qinghai Vocational and Technical College,China
3877,青海柴达木职业技术学院,Qinghai Qaidam Vocational and Technical College,China
3878,宁夏大学,Ningxia University,China
3879,宁夏医科大学,Ningxia Medical University,China
3880,宁夏师范大学,Ningxia Normal University,China
3881,北方民族大学,North Minzu University,China
3882,宁夏理工学院,Ningxia Institute of Science and Technology,China
3883,宁夏大学新华学院,Xinhua College  Ningxia University,China
3884,银川能源学院,Yinchuan Energy Institute,China
3885,银川科技学院,Yinchuan University of Science and Technology,China
3886,宁夏职业技术大学,Ningxia Vocational and Technical University,China
3887,宁夏工商职业技术大学,Ningxia Technology and Business Vocational University,China
3888,宁夏民族职业技术学院,Ningxia Vocational and Technical College of Nationalities,China
3889,宁夏工业职业学院,Ningxia Vocational College of Industry,China
3890,宁夏财经职业技术学院,Ningxia Vocational College of Finance and Economics,China
3891,宁夏警官职业学院,Ningxia Police Vocational College,China
3892,宁夏建设职业技术学院,Ningxia Construction Vocational and Technical College,China
